Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
706961,346047,360914,40.6,42213,531157,135804,6962,1550,1217,3678,131,17268,672733,16817,27807,152994,128479,65411,69576,13079,25429,325991,311108,14883,50815,25949,103603,10526,0.4756,39.3,314021,2806,24305,63072,35588,15200,11276,33421,41848,25829,8490,2712,757,"Congressional District 3 (116th Congress), South Carolina",45,03,SC,SC-03-2020,29.0,67.0,30.5,68.1
754148,365686,388462,38.4,41595,553998,132698,19754,2909,1538,7637,1820,33003,681878,32902,62740,169848,143317,62424,109145,19053,40584,375858,361404,14454,60731,31037,80919,18740,0.4632,39.4,366549,2330,26595,67489,34349,18973,19976,28951,48923,30619,8587,5124,927,"Congressional District 4 (116th Congress), South Carolina",45,04,SC,SC-04-2020,34.5,60.2,38.9,59.3
738205,351861,386344,40.1,51652,502928,193552,12696,3465,3009,2998,339,15409,694840,19254,37344,167426,138952,56352,87808,13725,38561,357113,340119,16994,56282,30347,89425,14109,0.4599,40.5,342402,4526,16877,54486,41076,22233,25872,26482,43697,23084,13310,4606,892,"Congressional District 5 (116th Congress), South Carolina",45,05,SC,SC-05-2020,38.8,57.3,41.0,57.6
665215,323856,341359,36.9,42674,253612,361328,8148,1312,257,2978,238,25714,623730,22716,34815,134043,83426,68963,63217,10785,23029,296222,276748,19474,41128,22242,146552,5171,0.4896,37.6,280920,3825,23351,31515,33499,15201,10730,28216,37325,30348,16784,2807,870,"Congressional District 6 (116th Congress), South Carolina",45,06,SC,SC-06-2020,66.8,30.3,67.0,31.8
740536,353822,386714,44.6,55500,500058,205540,8091,3784,813,2912,532,17521,702252,20697,31490,147299,129986,70410,75004,13882,27759,333766,317294,16472,49494,26078,119960,9768,0.4620,41.3,318566,2522,25230,35291,46763,14932,18351,24365,41088,42237,10562,3828,880,"Congressional District 7 (116th Congress), South Carolina",45,07,SC,SC-07-2020,39.1,58.0,40.2,58.8
884659,449458,435201,37.7,57032,743764,20866,11530,75809,258,2369,463,20531,843231,19881,36332,215269,177534,46294,121231,23973,36065,458242,444833,13409,59533,31683,101946,15822,0.4360,39.2,452975,29353,28200,48511,47067,21830,34208,40545,70059,34116,20064,7950,769,"Congressional District (at Large) (116th Congress), South Dakota",46,AL,SD,SD-AL-2020,31.7,61.5,35.6,61.8
725173,355602,369571,44.0,50551,682102,16808,5743,2938,739,2623,0,17238,698826,13705,22181,142249,147685,74334,72232,17162,21501,334228,317515,16713,47478,25230,118764,9500,0.4696,40.9,319499,2506,19822,50462,41835,17359,14852,25241,45272,30223,9187,3982,718,"Congressional District 1 (116th Congress), Tennessee",47,01,TN,TN-01-2020,19.7,76.7,22.1,76.2
758519,366468,392051,40.5,51844,675194,44475,12274,2606,2083,1321,345,17157,718234,19407,34629,153127,149901,56175,98936,17722,33969,374289,361581,12708,57777,28938,93989,16952,0.4722,39.4,364586,3407,26223,39827,45348,17441,21829,33329,49249,35984,13163,5141,888,"Congressional District 2 (116th Congress), Tennessee",47,02,TN,TN-02-2020,29.7,65.1,34.5,63.6
743225,366922,376303,41.6,49441,627339,77855,10756,2505,636,3149,203,14733,704889,16751,31547,155201,141111,65721,87986,16907,31595,351599,331529,20070,52491,27231,110798,13040,0.4677,39.9,335644,2093,23997,49788,35332,23794,23528,26345,48766,25613,12202,2782,821,"Congressional District 3 (116th Congress), Tennessee",47,03,TN,TN-03-2020,30.2,65.4,32.9,65.3
812697,399405,413292,37.8,47597,677310,80790,16030,1642,1892,5763,806,32551,758602,30818,48378,190637,156635,69289,84561,15735,28960,404386,387952,16434,59461,30319,102378,9703,0.4263,39.2,391084,5681,30725,65892,40960,24510,19992,30266,48692,31720,15247,5060,886,"Congressional District 4 (116th Congress), Tennessee",47,04,TN,TN-04-2020,27.4,68.6,30.7,67.5
778094,376112,401982,35.0,33046,517223,189723,26273,2161,1958,2341,262,46614,674986,60055,95693,162101,122283,56926,146327,22015,54946,445223,428832,16391,63295,35578,89849,24758,0.4762,36.1,434950,1285,32659,34767,42056,24076,31824,35268,63474,39051,16853,11643,1178,"Congressional District 5 (116th Congress), Tennessee",47,05,TN,TN-05-2020,56.5,38.2,60.3,36.7
799365,395441,403924,40.9,51408,714233,41699,9091,2832,1916,3471,287,21691,762506,16724,31734,175492,169940,70940,91805,18731,30914,383208,370415,12793,59421,30450,96987,13670,0.4505,40.9,370970,4334,29242,54096,41526,26739,20255,30639,47356,27440,14856,3667,862,"Congressional District 6 (116th Congress), Tennessee",47,06,TN,TN-06-2020,23.7,72.6,25.6,72.7
800536,394486,406050,38.2,60641,667562,77827,16644,2609,1449,6933,519,24830,747153,17372,39942,194665,166766,54784,107860,17734,46257,369557,353567,15990,62720,30903,85225,24661,0.4853,40.2,353848,5174,24559,48968,43375,15342,20223,27087,52088,25317,16453,6425,891,"Congressional District 7 (116th Congress), Tennessee",47,07,TN,TN-07-2020,28.2,67.5,31.3,66.9
711068,345086,365982,41.2,41474,518912,156260,12047,2249,716,1452,0,15852,682310,11943,24346,163677,141764,50949,86050,18559,38074,335149,322801,12348,60152,31179,82401,21119,0.5014,42.0,324141,3580,19256,47689,34655,23433,18019,28302,51100,18621,19173,4223,777,"Congressional District 8 (116th Congress), Tennessee",47,08,TN,TN-08-2020,30.7,66.3,33.2,65.4
700497,329593,370904,34.1,36159,193035,455867,16884,889,2132,1063,497,40190,651854,27350,45022,173603,78802,63699,69343,9758,28081,345018,319270,25748,43708,25779,141785,9038,0.4853,36.9,320679,282,15838,31269,33524,47733,16663,24951,40918,23374,14522,4068,937,"Congressional District 9 (116th Congress), Tennessee",47,09,TN,TN-09-2020,77.5,19.8,78.5,19.9
726094,354955,371139,37.4,39855,562797,124684,8127,3044,939,1694,349,118710,666424,35003,52573,175149,127648,67223,69596,14112,22745,331726,316119,15607,54396,26526,117036,11495,0.4666,38.0,319448,15776,22784,34311,39138,17841,14863,34558,47100,23293,14856,3486,842,"Congressional District 1 (116th Congress), Texas",48,01,TX,TX-01-2020,25.3,72.2,27.2,71.6
787271,395799,391472,35.9,32267,522787,93823,65216,3869,3336,9469,2083,156814,601737,97079,169338,185420,149301,61941,147144,20224,66131,419518,400397,19121,80922,41566,78513,40876,0.4698,38.8,401885,21215,34160,35918,36850,27905,28649,38695,39733,22670,8596,5126,1255,"Congressional District 2 (116th Congress), Texas",48,02,TX,TX-02-2020,43.1,52.4,48.6,49.9
913161,449640,463521,37.5,35005,613332,90163,162835,2900,1414,5393,671,101868,687904,109327,208789,231449,191366,32789,203492,31199,90616,498765,478729,20036,95619,46970,55748,49541,0.4328,41.6,479693,5201,23013,34870,51608,20848,59779,39167,55170,33245,9620,14957,1459,"Congressional District 3 (116th Congress), Texas",48,03,TX,TX-03-2020,40.6,54.8,48.7,49.8
782743,386793,395950,39.1,53102,629311,85256,12422,5258,748,2328,1116,100026,720082,30930,56434,191660,152830,65475,79413,15031,28814,361420,347974,13446,60060,30524,101331,17218,0.4668,40.6,349201,7345,29377,43136,43762,21569,19171,33201,45433,20211,17166,4360,859,"Congressional District 4 (116th Congress), Texas",48,04,TX,TX-04-2020,21.8,75.4,24.4,74.4
759749,381770,377979,36.4,36338,572437,114347,21421,4156,2810,3659,457,197693,633366,85984,117902,188087,127803,90748,65940,11470,23894,368509,353412,15097,57026,30149,95366,13401,0.4482,39.0,353882,6844,43049,29703,38030,26141,21646,27482,44325,24641,13546,5746,964,"Congressional District 5 (116th Congress), Texas",48,05,TX,TX-05-2020,34.3,62.7,37.9,60.9
818442,400225,418217,35.2,45545,524922,172311,39284,2214,2083,7504,0,171643,697822,56506,109381,212074,145931,54222,114265,17113,42577,432285,412382,19903,71161,34903,70214,19783,0.4168,39.2,413607,4151,31664,49851,50833,32473,27603,42026,47153,27045,13184,6875,1173,"Congressional District 6 (116th Congress), Texas",48,06,TX,TX-06-2020,41.9,54.2,47.8,50.8
762826,374711,388115,35.6,24370,457317,117962,92556,5399,10256,3805,1432,123195,515693,129409,233754,182285,139504,48834,158970,23042,68840,427275,409544,17731,73730,40590,77988,43755,0.5414,38.9,409650,18089,32316,33113,39609,25803,29969,39229,44563,30610,7384,5444,1235,"Congressional District 7 (116th Congress), Texas",48,07,TX,TX-07-2020,48.5,47.1,53.6,45.1
895861,455169,440692,37.9,46795,743993,75317,26790,2954,1391,3817,796,162371,760566,77475,117971,223278,179924,74021,122484,17550,50758,425061,409780,15281,78615,36315,88040,39959,0.4768,41.1,411153,20478,35867,37792,41463,26785,29165,44647,39371,28060,20819,5443,1157,"Congressional District 8 (116th Congress), Texas",48,08,TX,TX-08-2020,23.9,72.7,28.1,70.6
769335,378459,390876,34.4,21774,265600,300202,93276,2390,8831,4409,1268,165435,491807,156326,266437,194362,111824,105392,86145,15628,29259,400684,376149,24535,49147,26838,157657,8755,0.4528,39.1,376550,6426,40261,25869,48156,26413,16640,28939,55001,32522,10508,3649,1042,"Congressional District 9 (116th Congress), Texas",48,09,TX,TX-09-2020,79.3,18.0,75.7,23.3
925348,453621,471727,35.7,39918,648467,117135,46815,5158,6925,6248,431,211548,746503,93013,164740,237987,176036,52698,161939,20816,53193,490901,470633,20268,80528,39125,73303,35972,0.4537,39.6,472392,16618,43023,38383,47766,24175,32807,55614,45750,32052,18958,10486,1269,"Congressional District 10 (116th Congress), Texas",48,10,TX,TX-10-2020,43.2,52.3,48.4,50.0
790264,394198,396066,35.6,43067,656552,34120,8450,4944,6298,3794,428,285241,701730,49143,78985,202199,147444,79664,79556,10254,25410,378835,366451,12384,64070,30839,89337,19692,0.4608,38.5,368704,47835,35698,25846,41332,21078,20313,32157,39094,24360,12987,5191,1051,"Congressional District 11 (116th Congress), Texas",48,11,TX,TX-11-2020,19.1,77.8,19.7,79.1
844563,408113,436450,35.9,47737,666252,81689,31875,6358,1667,10761,148,156370,736525,56779,95415,208651,156869,59253,117815,21085,42082,427188,412013,15175,73000,35868,68508,22714,0.4391,39.1,414195,7858,33387,40937,47037,31994,32330,37722,43694,31748,13527,5139,1148,"Congressional District 12 (116th Congress), Texas",48,12,TX,TX-12-2020,32.7,62.9,37.9,60.5
714733,367171,347562,37.0,45088,608357,39614,17245,6049,1265,2382,97,182891,640922,48003,66240,177840,128768,69526,67827,12257,19014,334739,324284,10455,54004,28448,89512,9829,0.4538,39.4,326600,21428,27041,37637,38405,18732,14148,28552,43785,25084,17091,3520,799,"Congressional District 13 (116th Congress), Texas",48,13,TX,TX-13-2020,16.9,79.9,19.4,79.2
760530,383912,376618,37.3,41660,555583,146413,24632,1845,2023,3792,20,171722,666182,49878,84095,182506,134053,62934,84326,16856,25350,358710,345067,13643,67459,33349,89801,22986,0.4550,39.5,346422,6562,38733,43413,33122,20215,18517,38744,41642,25126,16687,3129,1028,"Congressional District 14 (116th Congress), Texas",48,14,TX,TX-14-2020,38.4,58.2,39.6,59.0
804562,398133,406429,31.8,28113,673951,15332,9735,1354,884,3159,0,630333,618695,120398,172894,238803,124460,133899,69840,12707,21284,354364,334617,19747,48113,22263,175303,9573,0.4725,38.7,335765,14094,25987,25687,43415,15449,14306,41163,49574,28494,15258,3236,797,"Congressional District 15 (116th Congress), Texas",48,15,TX,TX-15-2020,56.7,40.0,50.4,48.5
747648,370213,377435,32.4,40461,590426,28613,9844,4577,985,10704,818,575360,569417,73165,159732,200293,105847,86930,78281,13938,28600,339732,319676,20056,49013,23542,138451,6513,0.4579,37.5,320065,3336,22495,23221,37031,21002,13033,35288,47838,27317,19349,4411,849,"Congressional District 16 (116th Congress), Texas",48,16,TX,TX-16-2020,67.9,27.2,66.4,32.0
786023,391162,394861,33.3,39380,598086,107767,35178,4307,5016,4763,443,179193,685678,57039,89869,174632,132205,62430,97480,14921,26616,389038,375627,13411,58929,30048,127375,16537,0.4606,36.3,378350,8828,24595,33433,37240,20195,23121,52753,45437,29765,19869,4649,1010,"Congressional District 17 (116th Congress), Texas",48,17,TX,TX-17-2020,38.8,56.3,43.6,54.6
827015,411969,415046,32.4,26848,422157,279070,36496,3381,5361,9459,968,270052,620318,137041,193429,213981,107250,115110,75780,13715,32606,407902,386752,21150,48625,27436,159909,18268,0.5155,36.4,389418,10647,45706,36469,45517,29346,19983,29511,44823,28512,8607,4091,1046,"Congressional District 18 (116th Congress), Texas",48,18,TX,TX-18-2020,76.5,20.0,75.7,23.0
729664,367291,362373,33.9,37428,610334,45260,11317,2991,1169,5695,355,237289,657990,40122,60896,177346,126832,75440,69875,12275,22510,342630,333700,8930,55278,27080,107767,9791,0.4506,36.8,338457,23069,26044,21893,41910,18101,21035,41449,44438,28257,13872,4965,891,"Congressional District 19 (116th Congress), Texas",48,19,TX,TX-19-2020,23.5,72.5,26.3,72.2
832518,408768,423750,32.6,49198,653853,47638,25364,8916,1825,14324,563,475112,688709,76144,123973,214865,106709,93577,82452,16628,27758,415319,393720,21599,54908,26067,133539,8576,0.4465,36.2,395947,2774,39811,15098,47064,19716,33798,34895,57636,45048,14985,5453,1013,"Congressional District 20 (116th Congress), Texas",48,20,TX,TX-20-2020,61.0,34.3,63.7,34.7
829628,408995,420633,38.9,59443,702484,34580,31805,6407,1945,11872,376,206842,719922,48110,86984,157448,151163,38279,176604,27497,63542,450924,437117,13807,73472,38403,77757,37083,0.4813,38.2,439988,5518,29873,20810,49000,13587,36196,41642,52706,37086,19336,11525,1225,"Congressional District 21 (116th Congress), Texas",48,21,TX,TX-21-2020,42.5,52.5,47.9,50.6
960957,471228,489729,36.7,33883,573797,138861,175654,5297,4588,5799,1356,187524,705427,98846,238556,263364,200283,54464,172103,37530,65931,491680,475418,16262,101658,43494,53445,49531,0.4216,41.7,475679,22686,34779,47338,50642,30390,29819,47793,66704,26197,13417,5890,1369,"Congressional District 22 (116th Congress), Texas",48,22,TX,TX-22-2020,44.2,52.1,48.9,49.8
786712,393826,392886,34.4,44254,663333,27258,15943,6505,4685,7399,1318,488918,646311,64336,118421,216180,125435,104402,79602,13710,25119,354682,342447,12235,59074,28246,118294,14927,0.4754,38.5,342932,20726,26516,16897,42721,21858,25487,33615,41190,26572,20851,2822,944,"Congressional District 23 (116th Congress), Texas",48,23,TX,TX-23-2020,49.8,46.4,48.5,50.3
832445,414095,418350,35.6,31732,518092,108712,129375,4436,3249,9400,950,132298,597516,134815,222115,185933,153967,51115,182262,20996,82067,495197,479498,15699,79667,41698,61274,42760,0.4705,38.6,479999,3954,27044,37839,48275,40874,55059,32853,47824,37463,8281,11237,1284,"Congressional District 24 (116th Congress), Texas",48,24,TX,TX-24-2020,44.5,50.7,51.9,46.5
818807,412542,406265,37.8,54247,674846,60306,30741,4034,1482,9588,1690,124230,734797,34642,67397,190290,162518,47965,142588,17233,46355,405270,389938,15332,79975,37313,75470,37207,0.4813,39.8,396132,9332,30825,33426,41242,16305,26326,45084,42371,23265,25265,8069,1155,"Congressional District 25 (116th Congress), Texas",48,25,TX,TX-25-2020,40.2,55.1,44.4,54.0
920865,449720,471145,36.3,48382,700197,83798,72059,5227,3901,7009,843,140872,777432,64855,128038,235555,185266,43793,182122,30490,75118,511217,495957,15260,96307,43046,55560,46017,0.4167,40.3,498053,5080,30804,47554,50981,31474,50678,50877,54323,39740,14019,14658,1350,"Congressional District 26 (116th Congress), Texas",48,26,TX,TX-26-2020,34.4,60.9,42.1,56.3
745526,371204,374322,36.7,48475,639102,36889,11894,1648,1332,4917,145,374375,671370,40129,66702,183486,126220,82186,65965,11604,19768,341763,325178,16585,55987,27075,122643,10592,0.4490,38.8,326655,13811,37880,29224,40379,19337,17869,28342,39609,24039,15381,3167,1007,"Congressional District 27 (116th Congress), Texas",48,27,TX,TX-27-2020,36.5,60.1,37.5,61.2
772410,381973,390437,31.2,30354,677177,29977,5377,3486,313,8192,245,563571,606052,102423,151944,235103,115604,121072,64576,9791,23910,340756,320525,20231,53597,23323,163083,8432,0.4562,38.5,320749,12938,26916,14644,41868,27940,15518,35508,40150,27057,18624,2885,907,"Congressional District 28 (116th Congress), Texas",48,28,TX,TX-28-2020,58.3,38.5,51.6,47.2
783915,390266,393649,30.3,12454,566071,82553,14188,2199,2169,3521,1109,517080,538328,153675,238076,247276,103382,157309,37727,4563,12273,358819,337371,21448,48300,26063,173449,5020,0.4318,37.2,337546,5743,63871,36693,33500,28446,11089,24101,27447,31009,7080,2447,978,"Congressional District 29 (116th Congress), Texas",48,29,TX,TX-29-2020,71.1,25.4,65.9,32.9
792445,387135,405310,33.0,28611,379301,326682,14082,2008,1218,4054,143,281487,636380,112272,149566,213499,99800,101589,71636,11123,33071,375588,354216,21372,51819,29562,145617,10961,0.4751,37.6,357184,2124,40202,27209,42885,32425,26451,25852,38270,26310,9327,5050,1121,"Congressional District 30 (116th Congress), Texas",48,30,TX,TX-30-2020,79.1,18.3,79.8,18.9
916064,453051,463013,35.0,80605,682987,112907,54257,4310,3735,22126,1564,172129,781176,56835,106560,238482,164775,45137,143822,21720,44043,467090,440542,26548,75813,36493,75624,26244,0.4213,38.6,443300,2495,32918,35647,53279,18774,30619,43511,54283,29519,26494,6863,1165,"Congressional District 31 (116th Congress), Texas",48,31,TX,TX-31-2020,40.8,53.5,47.6,50.4
778087,380185,397902,35.3,28925,524069,116090,63707,4279,2398,3593,706,164741,597998,98066,169271,190920,141051,60325,144644,20748,66865,429948,414092,15856,76464,38362,76472,39878,0.5205,38.7,415690,3386,33247,28671,43428,18227,43209,34642,54277,31469,8117,6830,1276,"Congressional District 32 (116th Congress), Texas",48,32,TX,TX-32-2020,48.5,46.6,54.4,44.0
751182,376948,374234,30.6,17437,456809,121634,16009,2869,1393,5334,183,436360,504914,185070,238837,227839,94934,167964,42424,6975,13671,362574,341127,21447,45997,24799,149378,3942,0.4175,37.3,342181,2157,68879,38000,38100,22117,15184,19524,27914,32497,5364,4350,985,"Congressional District 33 (116th Congress), Texas",48,33,TX,TX-33-2020,72.9,23.7,73.0,25.6
712596,353861,358735,32.5,22645,653713,10005,3375,2010,1302,2252,443,576158,573026,83215,132812,203775,107559,129690,47740,6274,16160,296864,282004,14860,42092,21255,171846,5588,0.4717,38.3,282923,11942,23312,19816,35738,13701,11667,32876,46667,25000,13902,2889,779,"Congressional District 34 (116th Congress), Texas",48,34,TX,TX-34-2020,59.2,37.7,51.5,47.5
857654,431200,426454,33.0,44994,659727,78878,15415,4786,5084,13658,588,445089,710267,88219,130039,204368,112524,110774,94828,14489,29377,448729,430994,17735,53898,27430,154322,9670,0.4406,36.3,433582,4195,48462,25861,50073,21599,26138,39212,52630,46730,23272,6969,1112,"Congressional District 35 (116th Congress), Texas",48,35,TX,TX-35-2020,64.1,30.5,67.7,30.5
758238,377461,380777,37.0,44669,625107,68076,13314,3428,1526,3284,325,179368,665813,47631,82991,190246,137481,74218,69534,10993,17997,358419,336294,22125,62206,31857,96078,15798,0.4374,40.1,336599,10671,42621,46842,32297,19155,13877,30304,31484,26428,13861,2114,982,"Congressional District 36 (116th Congress), Texas",48,36,TX,TX-36-2020,25.2,72.0,26.9,71.9
787582,400169,387413,31.1,36580,720006,7161,13591,8939,208,2348,789,82075,733664,22478,44042,237176,157303,33159,100124,19011,29652,395392,384963,10429,73964,32098,60200,16406,0.4169,37.0,387154,8996,27482,49902,47308,16438,23244,40221,41602,24035,29558,5357,963,"Congressional District 1 (116th Congress), Utah",49,01,UT,UT-01-2020,22.4,49.7,31.6,64.2
788484,393650,394834,33.4,34324,657266,11721,24378,9819,1141,1749,63,97678,702410,47415,79157,209012,150233,39052,101540,15276,31419,397128,386447,10681,69852,31586,78046,18424,0.4437,36.9,389942,7184,33125,31904,40226,24435,26647,42650,48748,29490,18537,6801,1041,"Congressional District 2 (116th Congress), Utah",49,02,UT,UT-02-2020,32.0,46.0,40.2,56.1
